% Device,11E101660
% File name,11E101660_20110922_130712
% Cast time (UTC),2011-09-22 13:07:12
% Cast time (local),2011-09-22 10:07:12
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,-22.9287626
% Start longitude,-43.1438954
% Start altitude,-3.4000000953674316
% Start GPS horizontal error(Meter),2,90000009536743
% Start GPS vertical error(Meter),10,539999961853
% Start GPS number of satellites,9
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),242.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2011-06-02
% Temperature calibration date,2011-06-02
% Pressure calibration date,2011-06-01
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
34.35,34.218772511417143,17.549880431722933,46002.197901946885,54056.788685650557,35.466078203949287,1515.568668600569,1025.8915964839932
34.65,34.517536066325441,17.554910398816794,46003.186710132621,54051.561005532873,35.462416587076021,1515.584318099234,1025.8888810522299
34.95,34.816299635552262,17.55744440324257,46009.366635295672,54055.603291571344,35.46542634618757,1515.6002148120904,1025.8918890876057
35.25,35.115063087104367,17.556368392335621,46003.296736240343,54049.838454408055,35.461005187829969,1515.5969793485863,1025.8900801324799
35.55,35.413826135853682,17.555331560876169,46007.503446356321,54056.097977455254,35.465433253108031,1515.6039580858942,1025.8950463411784
35.85,35.712588543574682,17.556065699396953,46006.4001887709,54053.86921073257,35.463721734135625,1515.6091560239793,1025.8948734289086
36.15,36.01135036483408,17.551785194577949,46005.565052711288,54058.325452551668,35.466629420397773,1515.6048278441913,1025.899464931354
36.45,36.310111175084728,17.553115775047964,46009.683931419233,54061.474810263026,35.468910482000133,1515.616342456678,1025.9022077052443
36.75,36.608871580127904,17.554191650202,46009.963692118326,54060.436713641488,35.468095409871033,1515.6235719249517,1025.9026387388499
37.05,36.907631466479479,17.551444417977216,46009.6308328132,54063.535870682412,35.470096069050378,1515.6227329945325,1025.9061609178532
37.35,37.206391288569762,17.553406428160432,46006.4249474485,54057.276266610432,35.4654922362113,1515.6282536876329,1025.9034710080209
37.65,37.505150670726557,17.551254775892094,46010.806640334689,54065.158457327845,35.471047518099688,1515.633228851699,1025.9095732565936
37.95,37.803909183756453,17.551398496510661,46009.53855777665,54063.4857883103,35.469709920469114,1515.6371112789489,1025.9098309683452
38.25,38.102667957371494,17.553336731678357,46007.859085358272,54059.049911247304,35.466446512982515,1515.6440915891674,1025.9081745284555
38.55,38.401426782528652,17.549814270564625,46003.697552202575,54058.634968034748,35.465815338043676,1515.6379608700006,1025.9098679201538
38.85,38.700185212682314,17.552503578981742,46007.681396362867,54059.89956732859,35.466790886413186,1515.6519956253462,1025.9112783003302
39.15,38.998943766474945,17.546742822647168,45995.057699396551,54052.384093329332,35.460801951981594,1515.6331437065719,1025.9094097176314
39.45,39.297701711792328,17.533330094390436,45984.4099688882,54056.912387108045,35.463215489544538,1515.601287710497,1025.9158482018527
39.75,39.596457714956657,17.530982572476177,45990.312284352767,54066.834931431,35.470259300492479,1515.6073810088255,1025.9231392925133
40.05,39.895212813939217,17.529374860307485,45985.1991980044,54062.867546311172,35.46712859785378,1515.6040449101454,1025.9224490605018
40.35,40.1939681675542,17.52858522037311,45981.24878747241,54059.226928439319,35.464287373839767,1515.6034547027416,1025.9217814024373
40.65,40.49272307915016,17.528216068507309,45985.059319296466,54064.176175671986,35.467790775397738,1515.6113482957783,1025.9258758151957
40.95,40.791476915972147,17.525626425179798,45985.17896965336,54067.6091515787,35.470045530560363,1515.6112593366006,1025.9295539816742
41.25,41.090230359886725,17.527005306172605,45984.339169477753,54064.868709205031,35.467996559918966,1515.6179771233492,1025.928965283427
41.55,41.388982984223645,17.52477136424136,45989.3679823563,54073.62168797959,35.474186479835865,1515.6234304005398,1025.9355739267837
41.85,41.687734455687135,17.519409319143413,45982.6810404606,54072.577414378524,35.472980779420645,1515.6112023314136,1025.9372743698373
42.15,41.986484947702174,17.514071043703236,45981.630983288429,54078.132080106654,35.476630966301549,1515.6045855772936,1025.9426919788036
42.45,42.285235251479527,17.516563149284458,45977.586067045537,54070.2054227769,35.470833652098996,1515.6103135430419,1025.9389581713886
42.75,42.583985165985609,17.515578712922995,45984.622948847435,54079.733054262753,35.477668185905777,1515.6201924524808,1025.9457565644259
43.05,42.882734046917868,17.511520326166291,45978.213849359519,54077.357733380617,35.475561130044689,1515.61078278732,1025.9464480168224
43.35,43.18148214089149,17.5102573410485,45982.3125186844,54083.785178928134,35.480098092652383,1515.6172157284702,1025.9515526445794
43.65,43.480230035587645,17.509623898000314,45974.543660344767,54075.453326355404,35.473814860879529,1515.6131555992104,1025.9482076672516
43.95,43.778978033261623,17.51345912077408,45982.54506840407,54079.9855144401,35.477264100309483,1515.6334081986645,1025.9512362900844
44.25,44.07772479826388,17.50877908537101,45983.022063829019,54086.500545546885,35.481659936624922,1515.6295851649734,1025.957065141512
44.55,44.376470954878052,17.508092287132122,45978.323531794624,54081.847782325669,35.478080067913794,1515.6284535542582,1025.9558059141987
44.85,44.675217359328478,17.510463305980462,45979.661894308752,54080.405526702692,35.47704611413306,1515.639262713473,1025.9557538208148
45.15,44.973963614838446,17.509418791094976,45978.577544927932,54080.45893415001,35.476906959819857,1515.6410024840059,1025.9572198503713
45.45,45.272709329276879,17.50996677719294,45981.461141917622,54083.153467185461,35.478806610477008,1515.649774761609,1025.9598611147385
45.75,45.571454214184328,17.503391369884639,45975.734499402912,54084.783610912717,35.479494353066613,1515.6361164734994,1025.9633084574523
46.05,45.87019864870738,17.50147100048671,45971.288879322747,54081.997395803432,35.477213362831776,1515.6328220375515,1025.963345545357
46.35,46.168941834866772,17.49184282574679,45969.612173988637,54092.278796313571,35.484080637309127,1515.6171920858419,1025.9722739603249
46.65,46.46768293060093,17.484628967599825,45966.581713069951,54097.897086644654,35.487662439206993,1515.6049420020215,1025.978094946176
46.95,46.766422451223548,17.480992994735004,45967.833469152167,54104.00067019304,35.491817084521614,1515.6039211595983,1025.9834839891637
47.25,47.065161494533008,17.481571613549232,45964.18923473436,54098.974554032706,35.488038907664915,1515.6063018115917,1025.98176445829
47.55,47.36390087116677,17.487986507648088,45970.912802953157,54098.718933972217,35.4881228331833,1515.6303464186146,1025.981585383993
47.85,47.662639706489358,17.48377415534101,45969.711643797971,54102.66926345892,35.490658676817368,1515.6257738656659,1025.9858735890282
48.15,47.961377329249018,17.479298025921139,45968.362589569319,54106.782274884965,35.493298035430094,1515.6205383887891,1025.9903052765856
48.45,48.2601127559241,17.462601733337191,45960.1215689169,54118.353201181526,35.500683023940944,1515.5845804265166,1026.0013494001355
48.75,48.558846780580119,17.454458658540329,45945.506251453422,54111.520560174213,35.495046764839834,1515.5590376450691,1026.0003266957901
49.05,48.857579505841635,17.443169250623619,45943.657910008013,54123.736187929651,35.503230881673,1515.5399643997062,1026.0106660817103
49.35,49.156311063238618,17.444129982188791,45940.232877142305,54118.476331615951,35.499304262860029,1515.5433063564315,1026.0087398514843
49.65,49.455042879923852,17.444450769837502,45939.631313990067,54117.35866616085,35.4983857957142,1515.548190669856,1026.0092759298962
49.95,49.7537737983787,17.439691250792553,45940.288668769193,54124.202267743014,35.503014584241953,1515.5443762410632,1026.0153009483843
50.25,50.052503905207409,17.43580822872217,45932.999344146869,54120.566169702011,35.499987605607544,1515.5344090931919,1026.0152421232729
50.55,50.351233644395485,17.435092263007228,45934.639319525784,54123.411626901638,35.5019212613054,1515.5394828177994,1026.018217328244
50.85,50.649962879383068,17.438756078096247,45939.160954905507,54124.06630199973,35.502510133785457,1515.555984384896,1026.0190965736281
51.15,50.948691543908176,17.430626984443983,45931.27087863793,54125.138070051806,35.502687424510405,1515.5371077045395,1026.0225269763353
51.45,51.24741942675815,17.426609361290204,45927.391185609522,54125.691254877194,35.502733493323959,1515.5302497038695,1026.0248571279633
51.75,51.546147115229765,17.427301471036877,45925.586557424904,54122.68158131167,35.500446007070138,1515.5346695369519,1026.0242531840888
52.05,51.844874419819469,17.425540288196913,45926.774119978276,54126.327924167221,35.502904873327296,1515.5372481892928,1026.027885122455
52.35,52.143600626584387,17.422654133510221,45927.417142492021,54130.768195162666,35.505879027187056,1515.5370842982936,1026.0321855727275
